,n_grams_literal_integrity,n_grams_pos_integrity,sentence_length,vector_document_closest,file_name
0,0.005924617884412571,0.5162176998630686,16.283545394809398,0.998553861195579,ex_src_p8_01608.txt
1,0.0059574413272535124,0.44970081864200817,19.440715606237333,0.998475233962091,ex_src_p3_06215.txt
2,0.026565721389783862,0.5391687589392723,26.188690521290106,0.9980734759493087,ex_src_p1_10568.txt
3,0.00861400212007324,0.47944076203036334,12.381439229393528,0.9985358536768998,ex_src_p20_03480.txt
4,0.014324059050938557,0.4942004277293217,23.34389789775421,0.9983955545650542,ex_src_p19_04371.txt
5,0.0051094660957495585,0.5083051999060717,18.056351230119613,0.9989407293314304,ex_src_p17_08781.txt
6,0.0037768929868678336,0.48310737250877883,42.55744684231282,0.9988583906920546,ex_src_p12_09255.txt
7,0.0038040339419787563,0.4463582572413132,15.022133913387265,0.999328821577742,ex_src_p22_02656.txt
8,0.008774369721216762,0.520344848975596,16.355821518493187,0.9985017655586446,ex_src_p2_06699.txt
9,0.008781075680030432,0.5315713629146667,20.839874386832733,0.9984104066166029,ex_src_p14_08206.txt
10,0.013839760883373391,0.4966295618356733,14.397946180959817,0.9988231537484951,ex_src_p2_06869.txt
11,0.0014376551654253422,0.4648106403094782,25.14563668402678,0.999233896308575,ex_src_p4_05750.txt
12,0.0079780327547318,0.5080692098435563,11.01179469656012,0.9992265054042413,ex_src_p15_07793.txt
13,0.011095295375568087,0.45865736341224295,9.301555037290296,0.9984319177061333,ex_src_p18_09742.txt
14,0.007639473360403592,0.46850992582587847,17.21491352974256,0.9990893116912422,ex_05865.txt
15,0.0034630080102216283,0.7954456258073087,20.714075263310466,0.9935793605323998,ex_src_p13_04882.txt
16,0.013151839142736814,0.5408721072174355,10.960987669398467,0.9968225072430267,ex_src_p11_10056.txt
17,0.007084237030389136,0.4771950963036562,17.82326911778185,0.9988666134977522,ex_06363.txt
18,0.005377003598298975,0.44791951502149024,13.401084220491656,0.9985132942750988,ex_src_p16_05403.txt
19,0.036141928005282396,0.5187685793380917,20.703056328798013,0.9965622371955108,ex_00060.txt
20,0.014775272206484318,0.5531060895742967,15.776621128213822,0.9984326452880259,ex_src_p18_09965.txt
21,0.013791491613300929,0.47034120925129624,19.065789584746806,0.9970968003031994,ex_src_p9_02438.txt
22,0.008227840660542447,0.47331780589469824,21.034070885467404,0.9992795226181184,ex_src_p9_02362.txt
23,0.021535492649853542,0.7321910494829212,14.840682193615425,0.93854322493998,ex_src_p9_02410.txt
24,0.005949466070424937,0.39744622112475836,17.450947088933933,0.9982897998494407,ex_src_p5_07130.txt
25,0.008354024323077153,0.4884542122273416,24.047693103999833,0.998200879514809,ex_src_p8_01581.txt
26,0.009371328583927047,0.5101163691881008,20.321587937764,0.9984223067319797,ex_src_p10_00965.txt
27,0.018890202845338735,0.48696580337209255,15.38501641723954,0.9989299711185345,ex_07647.txt
28,0.012701542870492813,0.5151417159549871,15.278673102319228,0.998411852204322,ex_src_p23_03926.txt
29,0.016065057398918,0.5231875126739214,16.20258106500434,0.9978818419723977,ex_05291.txt
30,0.010122156718619577,0.43302859994033294,14.476168020558498,0.9989109052223115,ex_src_p5_07332.txt
31,0.00402803021123631,0.4654598738197501,30.710301536235907,0.9990893116912422,ex_src_p21_00303.txt
32,0.005319143766552461,0.4729901787740496,17.765538998984834,0.9986869394382463,ex_src_p2_06921.txt
33,0.00793593649754672,0.46718206887296826,20.754683001470326,0.9987355926359744,ex_src_p21_00317.txt
34,0.009087995558583806,0.4342304577423561,11.632640708591598,0.9993563354566407,ex_src_p12_09490.txt
35,0.00819755782047299,0.5435367001263619,20.928188690994165,0.9980605911914456,ex_05246.txt
36,0.0065614727153188585,0.46067055624068476,19.080157032068545,0.9984009668428128,ex_src_p21_00459.txt
37,0.0035538015989557753,0.4487901640479515,13.21812763938311,0.9986226876529868,ex_src_p11_10484.txt
38,0.023451219365440867,0.5474178465227919,20.8133976759242,0.9973928194362958,ex_07336.txt
39,0.005807770313094174,0.44584296608053786,23.73179000022817,0.9991978554011761,ex_src_p17_08637.txt
40,0.0067437366117164815,0.45913356954324036,16.987537318277653,0.9983792679562157,ex_src_p23_03728.txt
41,0.021455782107455888,0.5398422522228566,20.316260406055992,0.9975548523223075,ex_00317.txt
42,0.00528620745022478,0.47853967863271496,22.147211716800246,0.9985382721488102,ex_src_p10_00582.txt
43,0.01372813718464003,0.4301346051942585,17.59709175681801,0.997800697367201,ex_src_p8_01966.txt
44,0.00919731862692279,0.437419844083171,21.219658377873102,0.9992928667387015,ex_src_p10_00596.txt
45,0.01867033527456993,0.44306930108877884,17.61104498750056,0.9985927730333953,ex_src_p23_03714.txt
46,0.011559514177839519,0.4995549379856485,9.18255961341899,0.9977171011892344,ex_src_p11_10447.txt
47,0.012947954345205018,0.45391400280007344,11.522339860155292,0.9980240224984672,ex_src_p9_02175.txt
48,0.05115691112463528,0.598663838664764,17.16340963424671,0.9896124795837421,ex_src_p8_01769.txt
49,0.017076715115153806,0.46603789414134955,11.315248260890034,0.997800697367201,ex_src_p20_03287.txt
50,0.004350178033415494,0.45643924353339527,22.90018758484512,0.9992934794973908,ex_src_p22_02509.txt
51,0.0074845599128929375,0.49417305821685575,23.213722731973068,0.9990449670832173,ex_src_p16_05238.txt
52,0.013853048231158797,0.538332043979536,15.624913127416725,0.9977344073428384,ex_04373.txt
53,0.0054569026638306385,0.4585245346850206,13.482114064233107,0.9986504125733628,ex_05910.txt
54,0.0034423618767609886,0.4573250122639911,10.994482539764501,0.9992176316135656,ex_src_p10_00810.txt
55,0.01780927812676891,0.43098578272837457,9.221870495857077,0.9939872037296753,ex_src_p14_08005.txt
56,0.004506965310024576,0.43484155629782434,24.736494626703706,0.9986266772063526,ex_src_p11_10080.txt
57,0.025054455054532694,0.4354810280574579,19.721574004518576,0.9932680075935341,ex_src_p12_09081.txt
58,0.0054572292193713545,0.4745584977291549,21.945372686957388,0.9993476249165194,ex_src_p21_00048.txt
59,0.022565909783229636,0.5418658350180561,27.91113997127534,0.9982502459723535,ex_src_p16_05370.txt
